filing_id	principal_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_expenditure	total_hours_communicating	total_hours_other	source_url
WI-principal-11427-expenditure-2025-H1	11427	WI	expenditure_report	client	2025-01-01	2025-06-30	84000.0	6.4	38.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11427
WI-principal-11427-expenditure-2025-H2	11427	WI	expenditure_report	client	2025-07-01	2025-12-31	84000.0	0.5	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11427
WI-principal-11428-expenditure-2025-H1	11428	WI	expenditure_report	client	2025-01-01	2025-06-30	5000.0	0.0	3.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11428
WI-principal-11428-expenditure-2025-H2	11428	WI	expenditure_report	client	2025-07-01	2025-12-31	5000.0	0.0	3.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11428
WI-principal-11429-expenditure-2025-H1	11429	WI	expenditure_report	client	2025-01-01	2025-06-30	27000.0	26.25	63.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11429
WI-principal-11429-expenditure-2025-H2	11429	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	10.0	52.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11429
WI-principal-11430-expenditure-2025-H1	11430	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11430
WI-principal-11430-expenditure-2025-H2	11430	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11430
WI-principal-11431-expenditure-2025-H1	11431	WI	expenditure_report	client	2025-01-01	2025-06-30	34724.61	35.75	47.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11431
WI-principal-11431-expenditure-2025-H2	11431	WI	expenditure_report	client	2025-07-01	2025-12-31	25116.18	10.25	38.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11431
WI-principal-11432-expenditure-2025-H1	11432	WI	expenditure_report	client	2025-01-01	2025-06-30	90000.0	70.75	227.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11432
WI-principal-11432-expenditure-2025-H2	11432	WI	expenditure_report	client	2025-07-01	2025-12-31	90000.0	36.0	151.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11432
WI-principal-11434-expenditure-2025-H1	11434	WI	expenditure_report	client	2025-01-01	2025-06-30	770.0	24.0	42.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11434
WI-principal-11434-expenditure-2025-H2	11434	WI	expenditure_report	client	2025-07-01	2025-12-31	970.0	21.0	29.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11434
WI-principal-11435-expenditure-2025-H1	11435	WI	expenditure_report	client	2025-01-01	2025-06-30	500.0	1.25	7.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11435
WI-principal-11435-expenditure-2025-H2	11435	WI	expenditure_report	client	2025-07-01	2025-12-31	1000.0	0.0	9.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11435
WI-principal-11438-expenditure-2025-H1	11438	WI	expenditure_report	client	2025-01-01	2025-06-30	3105.0	7.5	18.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11438
WI-principal-11438-expenditure-2025-H2	11438	WI	expenditure_report	client	2025-07-01	2025-12-31	672.0	12.65	31.7	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11438
WI-principal-11439-expenditure-2025-H1	11439	WI	expenditure_report	client	2025-01-01	2025-06-30	30132.0	13.5	49.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11439
WI-principal-11439-expenditure-2025-H2	11439	WI	expenditure_report	client	2025-07-01	2025-12-31	30132.0	6.5	126.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11439
WI-principal-11440-expenditure-2025-H1	11440	WI	expenditure_report	client	2025-01-01	2025-06-30	6255.0	28.25	36.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11440
WI-principal-11440-expenditure-2025-H2	11440	WI	expenditure_report	client	2025-07-01	2025-12-31	6114.0	16.25	45.76	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11440
WI-principal-11441-expenditure-2025-H1	11441	WI	expenditure_report	client	2025-01-01	2025-06-30	5500.0	1.25	5.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11441
WI-principal-11441-expenditure-2025-H2	11441	WI	expenditure_report	client	2025-07-01	2025-12-31	6000.0	1.75	24.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11441
WI-principal-11442-expenditure-2025-H1	11442	WI	expenditure_report	client	2025-01-01	2025-06-30	9000.0	0.5	39.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11442
WI-principal-11442-expenditure-2025-H2	11442	WI	expenditure_report	client	2025-07-01	2025-12-31	9000.0	0.0	51.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11442
WI-principal-11444-expenditure-2025-H1	11444	WI	expenditure_report	client	2025-01-01	2025-06-30	6000.0	2.25	73.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11444
WI-principal-11444-expenditure-2025-H2	11444	WI	expenditure_report	client	2025-07-01	2025-12-31	6000.0	0.0	73.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11444
WI-principal-11445-expenditure-2025-H1	11445	WI	expenditure_report	client	2025-01-01	2025-06-30	16802.5	10.1	51.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11445
WI-principal-11445-expenditure-2025-H2	11445	WI	expenditure_report	client	2025-07-01	2025-12-31	9377.5	1.5	32.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11445
WI-principal-11450-expenditure-2025-H1	11450	WI	expenditure_report	client	2025-01-01	2025-06-30	3290.64	16.0	39.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11450
WI-principal-11450-expenditure-2025-H2	11450	WI	expenditure_report	client	2025-07-01	2025-12-31	2899.31	20.0	20.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11450
WI-principal-11451-expenditure-2025-H1	11451	WI	expenditure_report	client	2025-01-01	2025-06-30	46800.0	17.0	113.7	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11451
WI-principal-11451-expenditure-2025-H2	11451	WI	expenditure_report	client	2025-07-01	2025-12-31	46800.0	1.0	202.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11451
WI-principal-11452-expenditure-2025-H1	11452	WI	expenditure_report	client	2025-01-01	2025-06-30	15655.0	2.0	18.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11452
WI-principal-11452-expenditure-2025-H2	11452	WI	expenditure_report	client	2025-07-01	2025-12-31	15000.0	2.0	14.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11452
WI-principal-11456-expenditure-2025-H1	11456	WI	expenditure_report	client	2025-01-01	2025-06-30	10907.33	47.0	152.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11456
WI-principal-11456-expenditure-2025-H2	11456	WI	expenditure_report	client	2025-07-01	2025-12-31	18335.26	27.5	110.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11456
WI-principal-11458-expenditure-2025-H1	11458	WI	expenditure_report	client	2025-01-01	2025-06-30	63384.59	94.0	332.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11458
WI-principal-11458-expenditure-2025-H2	11458	WI	expenditure_report	client	2025-07-01	2025-12-31	68455.35	77.0	465.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11458
WI-principal-11459-expenditure-2025-H1	11459	WI	expenditure_report	client	2025-01-01	2025-06-30	16500.0	4.0	38.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11459
WI-principal-11459-expenditure-2025-H2	11459	WI	expenditure_report	client	2025-07-01	2025-12-31	16500.0	10.75	69.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11459
WI-principal-11460-expenditure-2025-H1	11460	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	24.5	68.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11460
WI-principal-11460-expenditure-2025-H2	11460	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	17.0	74.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11460
WI-principal-11461-expenditure-2025-H1	11461	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11461
WI-principal-11461-expenditure-2025-H2	11461	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11461
WI-principal-11462-expenditure-2025-H1	11462	WI	expenditure_report	client	2025-01-01	2025-06-30	18625.0	69.0	59.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11462
WI-principal-11462-expenditure-2025-H2	11462	WI	expenditure_report	client	2025-07-01	2025-12-31	17424.12	38.0	69.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11462
WI-principal-11464-expenditure-2025-H1	11464	WI	expenditure_report	client	2025-01-01	2025-06-30	23500.0	3.0	40.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11464
WI-principal-11464-expenditure-2025-H2	11464	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	3.0	55.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11464
WI-principal-11465-expenditure-2025-H1	11465	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	10.0	65.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11465
WI-principal-11465-expenditure-2025-H2	11465	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	19.5	82.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11465
WI-principal-11467-expenditure-2025-H1	11467	WI	expenditure_report	client	2025-01-01	2025-06-30	3825.0	4.5	21.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11467
WI-principal-11467-expenditure-2025-H2	11467	WI	expenditure_report	client	2025-07-01	2025-12-31	4327.5	5.25	23.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11467
WI-principal-11468-expenditure-2025-H1	11468	WI	expenditure_report	client	2025-01-01	2025-06-30	10746.0	6.25	57.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11468
WI-principal-11468-expenditure-2025-H2	11468	WI	expenditure_report	client	2025-07-01	2025-12-31	10750.0	2.25	53.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11468
WI-principal-11469-expenditure-2025-H1	11469	WI	expenditure_report	client	2025-01-01	2025-06-30	25087.0	62.5	104.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11469
WI-principal-11469-expenditure-2025-H2	11469	WI	expenditure_report	client	2025-07-01	2025-12-31	43750.0	92.0	126.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11469
WI-principal-11470-expenditure-2025-H1	11470	WI	expenditure_report	client	2025-01-01	2025-06-30	12900.0	49.5	63.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11470
WI-principal-11470-expenditure-2025-H2	11470	WI	expenditure_report	client	2025-07-01	2025-12-31	10315.92	21.25	51.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11470
WI-principal-11471-expenditure-2025-H1	11471	WI	expenditure_report	client	2025-01-01	2025-06-30	24000.0	16.5	51.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11471
WI-principal-11471-expenditure-2025-H2	11471	WI	expenditure_report	client	2025-07-01	2025-12-31	24000.0	8.25	42.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11471
WI-principal-11472-expenditure-2025-H1	11472	WI	expenditure_report	client	2025-01-01	2025-06-30	8550.0	9.0	48.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11472
WI-principal-11472-expenditure-2025-H2	11472	WI	expenditure_report	client	2025-07-01	2025-12-31	9350.0	8.5	38.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11472
WI-principal-11473-expenditure-2025-H1	11473	WI	expenditure_report	client	2025-01-01	2025-06-30	2375.4	35.0	2.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11473
WI-principal-11473-expenditure-2025-H2	11473	WI	expenditure_report	client	2025-07-01	2025-12-31	22824.33	10.5	114.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11473
WI-principal-11478-expenditure-2025-H1	11478	WI	expenditure_report	client	2025-01-01	2025-06-30	27000.0	0.0	26.4	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11478
WI-principal-11478-expenditure-2025-H2	11478	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	0.0	30.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11478
WI-principal-11480-expenditure-2025-H1	11480	WI	expenditure_report	client	2025-01-01	2025-06-30	111270.0	52.75	56.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11480
WI-principal-11480-expenditure-2025-H2	11480	WI	expenditure_report	client	2025-07-01	2025-12-31	166521.0	18.75	34.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11480
WI-principal-11481-expenditure-2025-H1	11481	WI	expenditure_report	client	2025-01-01	2025-06-30	24481.0	4.5	21.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11481
WI-principal-11481-expenditure-2025-H2	11481	WI	expenditure_report	client	2025-07-01	2025-12-31	31202.0	5.0	18.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11481
WI-principal-11482-expenditure-2025-H1	11482	WI	expenditure_report	client	2025-01-01	2025-06-30	34107.54	3.25	103.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11482
WI-principal-11482-expenditure-2025-H2	11482	WI	expenditure_report	client	2025-07-01	2025-12-31	22561.94	11.0	117.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11482
WI-principal-11487-expenditure-2025-H1	11487	WI	expenditure_report	client	2025-01-01	2025-06-30	49224.04	32.5	196.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11487
WI-principal-11487-expenditure-2025-H2	11487	WI	expenditure_report	client	2025-07-01	2025-12-31	51638.67	71.8	252.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11487
WI-principal-11488-expenditure-2025-H1	11488	WI	expenditure_report	client	2025-01-01	2025-06-30	31434.16	18.25	62.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11488
WI-principal-11488-expenditure-2025-H2	11488	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	4.0	40.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11488
WI-principal-11489-expenditure-2025-H1	11489	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	6.75	26.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11489
WI-principal-11489-expenditure-2025-H2	11489	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	1.0	17.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11489
WI-principal-11492-expenditure-2025-H1	11492	WI	expenditure_report	client	2025-01-01	2025-06-30	4500.0	10.0	18.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11492
WI-principal-11492-expenditure-2025-H2	11492	WI	expenditure_report	client	2025-07-01	2025-12-31	4500.0	2.5	25.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11492
WI-principal-11493-expenditure-2025-H1	11493	WI	expenditure_report	client	2025-01-01	2025-06-30	54000.0	25.0	83.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11493
WI-principal-11493-expenditure-2025-H2	11493	WI	expenditure_report	client	2025-07-01	2025-12-31	54000.0	2.5	47.95	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11493
WI-principal-11494-expenditure-2025-H1	11494	WI	expenditure_report	client	2025-01-01	2025-06-30	39000.0	0.0	36.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11494
WI-principal-11494-expenditure-2025-H2	11494	WI	expenditure_report	client	2025-07-01	2025-12-31	39000.0	0.0	36.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11494
WI-principal-11495-expenditure-2025-H1	11495	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	3.25	38.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11495
WI-principal-11495-expenditure-2025-H2	11495	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	2.0	43.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11495
WI-principal-11496-expenditure-2025-H1	11496	WI	expenditure_report	client	2025-01-01	2025-06-30	72107.15	17.25	30.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11496
WI-principal-11496-expenditure-2025-H2	11496	WI	expenditure_report	client	2025-07-01	2025-12-31	66732.55	4.75	31.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11496
WI-principal-11497-expenditure-2025-H1	11497	WI	expenditure_report	client	2025-01-01	2025-06-30	41508.65	11.0	27.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11497
WI-principal-11497-expenditure-2025-H2	11497	WI	expenditure_report	client	2025-07-01	2025-12-31	41943.01	6.5	32.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11497
WI-principal-11498-expenditure-2025-H1	11498	WI	expenditure_report	client	2025-01-01	2025-06-30	39000.0	18.0	46.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11498
WI-principal-11498-expenditure-2025-H2	11498	WI	expenditure_report	client	2025-07-01	2025-12-31	13000.0	0.0	6.9	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11498
WI-principal-11499-expenditure-2025-H1	11499	WI	expenditure_report	client	2025-01-01	2025-06-30	9908.24	40.5	63.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11499
WI-principal-11499-expenditure-2025-H2	11499	WI	expenditure_report	client	2025-07-01	2025-12-31	11680.1	38.0	78.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11499
WI-principal-11501-expenditure-2025-H1	11501	WI	expenditure_report	client	2025-01-01	2025-06-30	3424.76	36.75	26.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11501
WI-principal-11501-expenditure-2025-H2	11501	WI	expenditure_report	client	2025-07-01	2025-12-31	1328.52	3.5	20.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11501
WI-principal-11502-expenditure-2025-H1	11502	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11502
WI-principal-11502-expenditure-2025-H2	11502	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11502
WI-principal-11503-expenditure-2025-H1	11503	WI	expenditure_report	client	2025-01-01	2025-06-30	19000.0	22.0	196.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11503
WI-principal-11503-expenditure-2025-H2	11503	WI	expenditure_report	client	2025-07-01	2025-12-31	19000.0	13.0	223.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11503
WI-principal-11504-expenditure-2025-H1	11504	WI	expenditure_report	client	2025-01-01	2025-06-30	16564.76	14.5	55.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11504
WI-principal-11504-expenditure-2025-H2	11504	WI	expenditure_report	client	2025-07-01	2025-12-31	16702.4	10.0	59.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11504
WI-principal-11505-expenditure-2025-H1	11505	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	9.0	10.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11505
WI-principal-11505-expenditure-2025-H2	11505	WI	expenditure_report	client	2025-07-01	2025-12-31	4473.31	6.75	3.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11505
WI-principal-11507-expenditure-2025-H1	11507	WI	expenditure_report	client	2025-01-01	2025-06-30	22915.6	10.5	58.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11507
WI-principal-11507-expenditure-2025-H2	11507	WI	expenditure_report	client	2025-07-01	2025-12-31	24400.0	9.75	42.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11507
WI-principal-11508-expenditure-2025-H1	11508	WI	expenditure_report	client	2025-01-01	2025-06-30	36000.0	9.0	36.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11508
WI-principal-11508-expenditure-2025-H2	11508	WI	expenditure_report	client	2025-07-01	2025-12-31	36000.0	7.15	37.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11508
WI-principal-11509-expenditure-2025-H1	11509	WI	expenditure_report	client	2025-01-01	2025-06-30	5400.0	5.25	8.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11509
WI-principal-11509-expenditure-2025-H2	11509	WI	expenditure_report	client	2025-07-01	2025-12-31	3700.0	0.0	9.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11509
WI-principal-11510-expenditure-2025-H1	11510	WI	expenditure_report	client	2025-01-01	2025-06-30	15200.0	16.25	21.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11510
WI-principal-11510-expenditure-2025-H2	11510	WI	expenditure_report	client	2025-07-01	2025-12-31	6900.0	7.0	11.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11510
WI-principal-11511-expenditure-2025-H1	11511	WI	expenditure_report	client	2025-01-01	2025-06-30	7100.0	10.0	7.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11511
WI-principal-11511-expenditure-2025-H2	11511	WI	expenditure_report	client	2025-07-01	2025-12-31	3600.0	4.5	4.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11511
WI-principal-11512-expenditure-2025-H1	11512	WI	expenditure_report	client	2025-01-01	2025-06-30	2000.0	0.0	5.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11512
WI-principal-11512-expenditure-2025-H2	11512	WI	expenditure_report	client	2025-07-01	2025-12-31	1200.0	0.0	3.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11512
WI-principal-11513-expenditure-2025-H1	11513	WI	expenditure_report	client	2025-01-01	2025-06-30	3200.0	2.0	6.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11513
WI-principal-11513-expenditure-2025-H2	11513	WI	expenditure_report	client	2025-07-01	2025-12-31	2600.0	3.0	3.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11513
WI-principal-11514-expenditure-2025-H1	11514	WI	expenditure_report	client	2025-01-01	2025-06-30	26500.0	54.25	22.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11514
WI-principal-11514-expenditure-2025-H2	11514	WI	expenditure_report	client	2025-07-01	2025-12-31	7300.0	8.75	9.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11514
WI-principal-11515-expenditure-2025-H1	11515	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	67.25	38.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11515
WI-principal-11515-expenditure-2025-H2	11515	WI	expenditure_report	client	2025-07-01	2025-12-31	13200.0	22.25	10.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11515
WI-principal-11516-expenditure-2025-H1	11516	WI	expenditure_report	client	2025-01-01	2025-06-30	23200.0	36.5	21.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11516
WI-principal-11516-expenditure-2025-H2	11516	WI	expenditure_report	client	2025-07-01	2025-12-31	9700.0	16.25	8.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11516
WI-principal-11517-expenditure-2025-H1	11517	WI	expenditure_report	client	2025-01-01	2025-06-30	10500.0	13.25	13.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11517
WI-principal-11517-expenditure-2025-H2	11517	WI	expenditure_report	client	2025-07-01	2025-12-31	6600.0	8.5	8.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11517
WI-principal-11518-expenditure-2025-H1	11518	WI	expenditure_report	client	2025-01-01	2025-06-30	12900.0	6.5	25.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11518
WI-principal-11518-expenditure-2025-H2	11518	WI	expenditure_report	client	2025-07-01	2025-12-31	3400.0	0.0	8.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11518
WI-principal-11519-expenditure-2025-H1	11519	WI	expenditure_report	client	2025-01-01	2025-06-30	3600.0	0.0	9.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11519
WI-principal-11519-expenditure-2025-H2	11519	WI	expenditure_report	client	2025-07-01	2025-12-31	1800.0	0.5	4.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11519
WI-principal-11520-expenditure-2025-H1	11520	WI	expenditure_report	client	2025-01-01	2025-06-30	48411.0	33.0	257.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11520
WI-principal-11520-expenditure-2025-H2	11520	WI	expenditure_report	client	2025-07-01	2025-12-31	48411.0	32.5	328.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11520
WI-principal-11521-expenditure-2025-H1	11521	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	10.0	163.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11521
WI-principal-11521-expenditure-2025-H2	11521	WI	expenditure_report	client	2025-07-01	2025-12-31	14640.0	0.0	78.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11521
WI-principal-11522-expenditure-2025-H1	11522	WI	expenditure_report	client	2025-01-01	2025-06-30	32388.0	56.0	71.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11522
WI-principal-11522-expenditure-2025-H2	11522	WI	expenditure_report	client	2025-07-01	2025-12-31	38925.48	79.5	67.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11522
WI-principal-11523-expenditure-2025-H1	11523	WI	expenditure_report	client	2025-01-01	2025-06-30	25060.0	19.0	74.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11523
WI-principal-11523-expenditure-2025-H2	11523	WI	expenditure_report	client	2025-07-01	2025-12-31	24000.0	10.0	80.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11523
WI-principal-11524-expenditure-2025-H1	11524	WI	expenditure_report	client	2025-01-01	2025-06-30	19060.0	13.25	16.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11524
WI-principal-11524-expenditure-2025-H2	11524	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	5.25	19.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11524
