filing_id	lobbyist_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_hours_communicating	total_hours_other	source_url
WI-lobbyist-11078-activity-2026-H2	11078	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11078
WI-lobbyist-11079-activity-2025-H1	11079	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11079
WI-lobbyist-11079-activity-2025-H2	11079	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11079
WI-lobbyist-11079-activity-2026-H1	11079	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11079
WI-lobbyist-11079-activity-2026-H2	11079	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11079
WI-lobbyist-11081-activity-2025-H1	11081	WI	activity_report	lobbyist	2025-01-01	2025-06-30	353.5	416.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11081
WI-lobbyist-11081-activity-2025-H2	11081	WI	activity_report	lobbyist	2025-07-01	2025-12-31	120.25	420.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11081
WI-lobbyist-11081-activity-2026-H1	11081	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11081
WI-lobbyist-11081-activity-2026-H2	11081	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11081
WI-lobbyist-11082-activity-2025-H1	11082	WI	activity_report	lobbyist	2025-01-01	2025-06-30	175.0	398.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11082
WI-lobbyist-11082-activity-2025-H2	11082	WI	activity_report	lobbyist	2025-07-01	2025-12-31	103.0	475.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11082
WI-lobbyist-11082-activity-2026-H1	11082	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11082
WI-lobbyist-11082-activity-2026-H2	11082	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11082
WI-lobbyist-11083-activity-2025-H1	11083	WI	activity_report	lobbyist	2025-01-01	2025-06-30	119.5	572.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11083
WI-lobbyist-11083-activity-2025-H2	11083	WI	activity_report	lobbyist	2025-07-01	2025-12-31	131.3	346.15	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11083
WI-lobbyist-11083-activity-2026-H1	11083	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11083
WI-lobbyist-11083-activity-2026-H2	11083	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11083
WI-lobbyist-11084-activity-2025-H1	11084	WI	activity_report	lobbyist	2025-01-01	2025-06-30	24.75	20.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11084
WI-lobbyist-11084-activity-2025-H2	11084	WI	activity_report	lobbyist	2025-07-01	2025-12-31	26.25	4.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11084
WI-lobbyist-11084-activity-2026-H1	11084	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11084
WI-lobbyist-11084-activity-2026-H2	11084	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11084
WI-lobbyist-11085-activity-2025-H1	11085	WI	activity_report	lobbyist	2025-01-01	2025-06-30	18.5	9.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11085
WI-lobbyist-11085-activity-2025-H2	11085	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11085
WI-lobbyist-11085-activity-2026-H1	11085	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11085
WI-lobbyist-11085-activity-2026-H2	11085	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11085
WI-lobbyist-11086-activity-2025-H1	11086	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11086
WI-lobbyist-11086-activity-2025-H2	11086	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11086
WI-lobbyist-11086-activity-2026-H1	11086	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11086
WI-lobbyist-11086-activity-2026-H2	11086	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11086
WI-lobbyist-11087-activity-2025-H1	11087	WI	activity_report	lobbyist	2025-01-01	2025-06-30	14.5	19.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11087
WI-lobbyist-11087-activity-2025-H2	11087	WI	activity_report	lobbyist	2025-07-01	2025-12-31	5.5	2.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11087
WI-lobbyist-11087-activity-2026-H1	11087	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11087
WI-lobbyist-11087-activity-2026-H2	11087	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11087
WI-lobbyist-11088-activity-2025-H1	11088	WI	activity_report	lobbyist	2025-01-01	2025-06-30	48.2	4.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11088
WI-lobbyist-11088-activity-2025-H2	11088	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11088
WI-lobbyist-11088-activity-2026-H1	11088	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11088
WI-lobbyist-11088-activity-2026-H2	11088	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11088
WI-lobbyist-11089-activity-2025-H1	11089	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.5	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11089
WI-lobbyist-11089-activity-2025-H2	11089	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11089
WI-lobbyist-11089-activity-2026-H1	11089	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11089
WI-lobbyist-11089-activity-2026-H2	11089	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11089
WI-lobbyist-11090-activity-2025-H1	11090	WI	activity_report	lobbyist	2025-01-01	2025-06-30	141.0	314.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11090
WI-lobbyist-11090-activity-2025-H2	11090	WI	activity_report	lobbyist	2025-07-01	2025-12-31	64.0	494.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11090
WI-lobbyist-11090-activity-2026-H1	11090	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11090
WI-lobbyist-11090-activity-2026-H2	11090	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11090
WI-lobbyist-11091-activity-2025-H1	11091	WI	activity_report	lobbyist	2025-01-01	2025-06-30	76.3	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11091
WI-lobbyist-11091-activity-2025-H2	11091	WI	activity_report	lobbyist	2025-07-01	2025-12-31	31.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11091
WI-lobbyist-11091-activity-2026-H1	11091	WI	activity_report	lobbyist	2026-01-01	2026-06-30	66.5	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11091
WI-lobbyist-11091-activity-2026-H2	11091	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11091
WI-lobbyist-11092-activity-2025-H1	11092	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.5	10.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11092
WI-lobbyist-11092-activity-2025-H2	11092	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11092
WI-lobbyist-11092-activity-2026-H1	11092	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11092
WI-lobbyist-11092-activity-2026-H2	11092	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11092
WI-lobbyist-11093-activity-2025-H1	11093	WI	activity_report	lobbyist	2025-01-01	2025-06-30	69.9	134.7	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11093
WI-lobbyist-11093-activity-2025-H2	11093	WI	activity_report	lobbyist	2025-07-01	2025-12-31	33.1	62.4	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11093
WI-lobbyist-11093-activity-2026-H1	11093	WI	activity_report	lobbyist	2026-01-01	2026-06-30	22.8	38.3	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11093
WI-lobbyist-11093-activity-2026-H2	11093	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11093
WI-lobbyist-11094-activity-2025-H1	11094	WI	activity_report	lobbyist	2025-01-01	2025-06-30	194.75	361.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11094
WI-lobbyist-11094-activity-2025-H2	11094	WI	activity_report	lobbyist	2025-07-01	2025-12-31	90.5	412.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11094
WI-lobbyist-11094-activity-2026-H1	11094	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11094
WI-lobbyist-11094-activity-2026-H2	11094	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11094
WI-lobbyist-11095-activity-2025-H1	11095	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.25	2.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11095
WI-lobbyist-11095-activity-2025-H2	11095	WI	activity_report	lobbyist	2025-07-01	2025-12-31	4.25	13.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11095
WI-lobbyist-11095-activity-2026-H1	11095	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11095
WI-lobbyist-11095-activity-2026-H2	11095	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11095
WI-lobbyist-11096-activity-2025-H1	11096	WI	activity_report	lobbyist	2025-01-01	2025-06-30	314.0	76.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11096
WI-lobbyist-11096-activity-2025-H2	11096	WI	activity_report	lobbyist	2025-07-01	2025-12-31	203.5	51.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11096
WI-lobbyist-11096-activity-2026-H1	11096	WI	activity_report	lobbyist	2026-01-01	2026-06-30	24.0	12.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11096
WI-lobbyist-11096-activity-2026-H2	11096	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11096
WI-lobbyist-11097-activity-2025-H1	11097	WI	activity_report	lobbyist	2025-01-01	2025-06-30	35.0	60.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11097
WI-lobbyist-11097-activity-2025-H2	11097	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	20.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11097
WI-lobbyist-11097-activity-2026-H1	11097	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11097
WI-lobbyist-11097-activity-2026-H2	11097	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11097
WI-lobbyist-11098-activity-2025-H1	11098	WI	activity_report	lobbyist	2025-01-01	2025-06-30	110.0	623.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11098
WI-lobbyist-11098-activity-2025-H2	11098	WI	activity_report	lobbyist	2025-07-01	2025-12-31	49.5	403.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11098
WI-lobbyist-11098-activity-2026-H1	11098	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11098
WI-lobbyist-11098-activity-2026-H2	11098	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11098
WI-lobbyist-11099-activity-2025-H1	11099	WI	activity_report	lobbyist	2025-01-01	2025-06-30	16.0	28.9	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11099
WI-lobbyist-11099-activity-2025-H2	11099	WI	activity_report	lobbyist	2025-07-01	2025-12-31	4.5	11.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11099
WI-lobbyist-11099-activity-2026-H1	11099	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11099
WI-lobbyist-11099-activity-2026-H2	11099	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11099
WI-lobbyist-11100-activity-2025-H1	11100	WI	activity_report	lobbyist	2025-01-01	2025-06-30	2.0	12.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11100
WI-lobbyist-11100-activity-2025-H2	11100	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11100
WI-lobbyist-11100-activity-2026-H1	11100	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11100
WI-lobbyist-11100-activity-2026-H2	11100	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11100
WI-lobbyist-11101-activity-2025-H1	11101	WI	activity_report	lobbyist	2025-01-01	2025-06-30	57.0	175.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11101
WI-lobbyist-11101-activity-2025-H2	11101	WI	activity_report	lobbyist	2025-07-01	2025-12-31	37.5	149.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11101
WI-lobbyist-11101-activity-2026-H1	11101	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11101
WI-lobbyist-11101-activity-2026-H2	11101	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11101
WI-lobbyist-11102-activity-2025-H1	11102	WI	activity_report	lobbyist	2025-01-01	2025-06-30	19.75	6.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11102
WI-lobbyist-11102-activity-2025-H2	11102	WI	activity_report	lobbyist	2025-07-01	2025-12-31	8.75	9.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11102
WI-lobbyist-11102-activity-2026-H1	11102	WI	activity_report	lobbyist	2026-01-01	2026-06-30	14.0	8.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11102
WI-lobbyist-11102-activity-2026-H2	11102	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11102
WI-lobbyist-11103-activity-2025-H1	11103	WI	activity_report	lobbyist	2025-01-01	2025-06-30	19.5	11.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11103
WI-lobbyist-11103-activity-2025-H2	11103	WI	activity_report	lobbyist	2025-07-01	2025-12-31	12.5	5.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11103
WI-lobbyist-11103-activity-2026-H1	11103	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.5	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11103
WI-lobbyist-11103-activity-2026-H2	11103	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11103
WI-lobbyist-11104-activity-2025-H1	11104	WI	activity_report	lobbyist	2025-01-01	2025-06-30	9.0	13.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11104
WI-lobbyist-11104-activity-2025-H2	11104	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11104
WI-lobbyist-11104-activity-2026-H1	11104	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11104
WI-lobbyist-11104-activity-2026-H2	11104	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11104
WI-lobbyist-11105-activity-2025-H1	11105	WI	activity_report	lobbyist	2025-01-01	2025-06-30	27.0	11.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11105
WI-lobbyist-11105-activity-2025-H2	11105	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.25	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11105
WI-lobbyist-11105-activity-2026-H1	11105	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11105
WI-lobbyist-11105-activity-2026-H2	11105	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11105
WI-lobbyist-11107-activity-2025-H1	11107	WI	activity_report	lobbyist	2025-01-01	2025-06-30	55.5	302.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11107
WI-lobbyist-11107-activity-2025-H2	11107	WI	activity_report	lobbyist	2025-07-01	2025-12-31	70.25	266.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11107
WI-lobbyist-11107-activity-2026-H1	11107	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11107
WI-lobbyist-11107-activity-2026-H2	11107	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11107
WI-lobbyist-11108-activity-2025-H1	11108	WI	activity_report	lobbyist	2025-01-01	2025-06-30	44.0	135.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11108
WI-lobbyist-11108-activity-2025-H2	11108	WI	activity_report	lobbyist	2025-07-01	2025-12-31	37.0	78.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11108
WI-lobbyist-11108-activity-2026-H1	11108	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11108
WI-lobbyist-11108-activity-2026-H2	11108	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11108
WI-lobbyist-11109-activity-2025-H1	11109	WI	activity_report	lobbyist	2025-01-01	2025-06-30	12.5	40.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11109
WI-lobbyist-11109-activity-2025-H2	11109	WI	activity_report	lobbyist	2025-07-01	2025-12-31	57.75	141.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11109
