filing_id	lobbyist_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_hours_communicating	total_hours_other	source_url
WI-lobbyist-11397-activity-2026-H2	11397	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11397
WI-lobbyist-11398-activity-2025-H1	11398	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11398
WI-lobbyist-11398-activity-2025-H2	11398	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11398
WI-lobbyist-11398-activity-2026-H1	11398	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11398
WI-lobbyist-11398-activity-2026-H2	11398	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11398
WI-lobbyist-11399-activity-2025-H1	11399	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.8	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11399
WI-lobbyist-11399-activity-2025-H2	11399	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11399
WI-lobbyist-11399-activity-2026-H1	11399	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11399
WI-lobbyist-11399-activity-2026-H2	11399	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11399
WI-lobbyist-11400-activity-2025-H1	11400	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11400
WI-lobbyist-11400-activity-2025-H2	11400	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11400
WI-lobbyist-11400-activity-2026-H1	11400	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11400
WI-lobbyist-11400-activity-2026-H2	11400	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11400
WI-lobbyist-11401-activity-2025-H1	11401	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11401
WI-lobbyist-11401-activity-2025-H2	11401	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11401
WI-lobbyist-11401-activity-2026-H1	11401	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11401
WI-lobbyist-11401-activity-2026-H2	11401	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11401
WI-lobbyist-11402-activity-2025-H1	11402	WI	activity_report	lobbyist	2025-01-01	2025-06-30	18.5	43.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11402
WI-lobbyist-11402-activity-2025-H2	11402	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	25.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11402
WI-lobbyist-11402-activity-2026-H1	11402	WI	activity_report	lobbyist	2026-01-01	2026-06-30	4.0	9.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11402
WI-lobbyist-11402-activity-2026-H2	11402	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11402
WI-lobbyist-11403-activity-2025-H1	11403	WI	activity_report	lobbyist	2025-01-01	2025-06-30	26.0	39.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11403
WI-lobbyist-11403-activity-2025-H2	11403	WI	activity_report	lobbyist	2025-07-01	2025-12-31	12.0	20.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11403
WI-lobbyist-11403-activity-2026-H1	11403	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11403
WI-lobbyist-11403-activity-2026-H2	11403	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11403
WI-lobbyist-11404-activity-2025-H1	11404	WI	activity_report	lobbyist	2025-01-01	2025-06-30	37.5	341.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11404
WI-lobbyist-11404-activity-2025-H2	11404	WI	activity_report	lobbyist	2025-07-01	2025-12-31	49.0	316.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11404
WI-lobbyist-11404-activity-2026-H1	11404	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11404
WI-lobbyist-11404-activity-2026-H2	11404	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11404
WI-lobbyist-11405-activity-2025-H1	11405	WI	activity_report	lobbyist	2025-01-01	2025-06-30	95.5	9.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11405
WI-lobbyist-11405-activity-2025-H2	11405	WI	activity_report	lobbyist	2025-07-01	2025-12-31	75.5	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11405
WI-lobbyist-11405-activity-2026-H1	11405	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11405
WI-lobbyist-11405-activity-2026-H2	11405	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11405
WI-lobbyist-11406-activity-2025-H1	11406	WI	activity_report	lobbyist	2025-01-01	2025-06-30	49.5	311.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11406
WI-lobbyist-11406-activity-2025-H2	11406	WI	activity_report	lobbyist	2025-07-01	2025-12-31	27.75	279.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11406
WI-lobbyist-11406-activity-2026-H1	11406	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11406
WI-lobbyist-11406-activity-2026-H2	11406	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11406
WI-lobbyist-11407-activity-2025-H1	11407	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.5	180.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11407
WI-lobbyist-11407-activity-2025-H2	11407	WI	activity_report	lobbyist	2025-07-01	2025-12-31	2.0	116.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11407
WI-lobbyist-11407-activity-2026-H1	11407	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11407
WI-lobbyist-11407-activity-2026-H2	11407	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11407
WI-lobbyist-11409-activity-2025-H1	11409	WI	activity_report	lobbyist	2025-01-01	2025-06-30	24.0	81.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11409
WI-lobbyist-11409-activity-2025-H2	11409	WI	activity_report	lobbyist	2025-07-01	2025-12-31	30.5	89.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11409
WI-lobbyist-11409-activity-2026-H1	11409	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11409
WI-lobbyist-11409-activity-2026-H2	11409	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11409
WI-lobbyist-11410-activity-2025-H1	11410	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11410
WI-lobbyist-11410-activity-2025-H2	11410	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11410
WI-lobbyist-11410-activity-2026-H1	11410	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11410
WI-lobbyist-11410-activity-2026-H2	11410	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11410
WI-lobbyist-11411-activity-2025-H1	11411	WI	activity_report	lobbyist	2025-01-01	2025-06-30	205.0	686.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11411
WI-lobbyist-11411-activity-2025-H2	11411	WI	activity_report	lobbyist	2025-07-01	2025-12-31	141.25	630.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11411
WI-lobbyist-11411-activity-2026-H1	11411	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11411
WI-lobbyist-11411-activity-2026-H2	11411	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11411
WI-lobbyist-11412-activity-2025-H1	11412	WI	activity_report	lobbyist	2025-01-01	2025-06-30	42.75	104.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11412
WI-lobbyist-11412-activity-2025-H2	11412	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11412
WI-lobbyist-11412-activity-2026-H1	11412	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11412
WI-lobbyist-11412-activity-2026-H2	11412	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11412
WI-lobbyist-11413-activity-2025-H1	11413	WI	activity_report	lobbyist	2025-01-01	2025-06-30	150.0	569.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11413
WI-lobbyist-11413-activity-2025-H2	11413	WI	activity_report	lobbyist	2025-07-01	2025-12-31	72.75	403.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11413
WI-lobbyist-11413-activity-2026-H1	11413	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11413
WI-lobbyist-11413-activity-2026-H2	11413	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11413
WI-lobbyist-11414-activity-2025-H1	11414	WI	activity_report	lobbyist	2025-01-01	2025-06-30	8.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11414
WI-lobbyist-11414-activity-2025-H2	11414	WI	activity_report	lobbyist	2025-07-01	2025-12-31	2.0	2.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11414
WI-lobbyist-11414-activity-2026-H1	11414	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11414
WI-lobbyist-11414-activity-2026-H2	11414	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11414
WI-lobbyist-11415-activity-2025-H1	11415	WI	activity_report	lobbyist	2025-01-01	2025-06-30	162.5	370.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11415
WI-lobbyist-11415-activity-2025-H2	11415	WI	activity_report	lobbyist	2025-07-01	2025-12-31	82.5	221.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11415
WI-lobbyist-11415-activity-2026-H1	11415	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11415
WI-lobbyist-11415-activity-2026-H2	11415	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11415
WI-lobbyist-11417-activity-2025-H1	11417	WI	activity_report	lobbyist	2025-01-01	2025-06-30	58.5	184.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11417
WI-lobbyist-11417-activity-2025-H2	11417	WI	activity_report	lobbyist	2025-07-01	2025-12-31	49.0	230.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11417
WI-lobbyist-11417-activity-2026-H1	11417	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11417
WI-lobbyist-11417-activity-2026-H2	11417	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11417
WI-lobbyist-11418-activity-2025-H1	11418	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11418
WI-lobbyist-11418-activity-2025-H2	11418	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11418
WI-lobbyist-11418-activity-2026-H1	11418	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11418
WI-lobbyist-11418-activity-2026-H2	11418	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11418
WI-lobbyist-11419-activity-2025-H1	11419	WI	activity_report	lobbyist	2025-01-01	2025-06-30	93.0	164.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11419
WI-lobbyist-11419-activity-2025-H2	11419	WI	activity_report	lobbyist	2025-07-01	2025-12-31	88.25	171.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11419
WI-lobbyist-11419-activity-2026-H1	11419	WI	activity_report	lobbyist	2026-01-01	2026-06-30	93.75	96.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11419
WI-lobbyist-11419-activity-2026-H2	11419	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11419
WI-lobbyist-11420-activity-2025-H1	11420	WI	activity_report	lobbyist	2025-01-01	2025-06-30	13.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11420
WI-lobbyist-11420-activity-2025-H2	11420	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11420
WI-lobbyist-11420-activity-2026-H1	11420	WI	activity_report	lobbyist	2026-01-01	2026-06-30	2.0	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11420
WI-lobbyist-11420-activity-2026-H2	11420	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11420
WI-lobbyist-11421-activity-2025-H1	11421	WI	activity_report	lobbyist	2025-01-01	2025-06-30	5.5	18.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11421
WI-lobbyist-11421-activity-2025-H2	11421	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	41.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11421
WI-lobbyist-11421-activity-2026-H1	11421	WI	activity_report	lobbyist	2026-01-01	2026-06-30	1.5	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11421
WI-lobbyist-11421-activity-2026-H2	11421	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11421
WI-lobbyist-11422-activity-2025-H1	11422	WI	activity_report	lobbyist	2025-01-01	2025-06-30	15.5	44.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11422
WI-lobbyist-11422-activity-2025-H2	11422	WI	activity_report	lobbyist	2025-07-01	2025-12-31	15.25	34.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11422
WI-lobbyist-11422-activity-2026-H1	11422	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11422
WI-lobbyist-11422-activity-2026-H2	11422	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11422
WI-lobbyist-11423-activity-2025-H1	11423	WI	activity_report	lobbyist	2025-01-01	2025-06-30	9.5	245.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11423
WI-lobbyist-11423-activity-2025-H2	11423	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	162.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11423
WI-lobbyist-11423-activity-2026-H1	11423	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11423
WI-lobbyist-11423-activity-2026-H2	11423	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11423
WI-lobbyist-11424-activity-2025-H1	11424	WI	activity_report	lobbyist	2025-01-01	2025-06-30	103.5	69.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11424
WI-lobbyist-11424-activity-2025-H2	11424	WI	activity_report	lobbyist	2025-07-01	2025-12-31	96.5	131.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11424
WI-lobbyist-11424-activity-2026-H1	11424	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11424
WI-lobbyist-11424-activity-2026-H2	11424	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11424
WI-lobbyist-11425-activity-2025-H1	11425	WI	activity_report	lobbyist	2025-01-01	2025-06-30	27.0	34.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11425
WI-lobbyist-11425-activity-2025-H2	11425	WI	activity_report	lobbyist	2025-07-01	2025-12-31	43.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11425
WI-lobbyist-11425-activity-2026-H1	11425	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11425
WI-lobbyist-11425-activity-2026-H2	11425	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11425
WI-lobbyist-11426-activity-2025-H1	11426	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11426
WI-lobbyist-11426-activity-2025-H2	11426	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11426
WI-lobbyist-11426-activity-2026-H1	11426	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11426
WI-lobbyist-11426-activity-2026-H2	11426	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11426
WI-lobbyist-11427-activity-2025-H1	11427	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	3.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11427
WI-lobbyist-11427-activity-2025-H2	11427	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11427
WI-lobbyist-11427-activity-2026-H1	11427	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11427
WI-lobbyist-11427-activity-2026-H2	11427	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11427
WI-lobbyist-11428-activity-2025-H1	11428	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11428
WI-lobbyist-11428-activity-2025-H2	11428	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11428
WI-lobbyist-11428-activity-2026-H1	11428	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11428
WI-lobbyist-11428-activity-2026-H2	11428	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11428
WI-lobbyist-11429-activity-2025-H1	11429	WI	activity_report	lobbyist	2025-01-01	2025-06-30	7.5	18.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11429
WI-lobbyist-11429-activity-2025-H2	11429	WI	activity_report	lobbyist	2025-07-01	2025-12-31	12.65	31.7	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11429
WI-lobbyist-11429-activity-2026-H1	11429	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11429
WI-lobbyist-11429-activity-2026-H2	11429	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11429
WI-lobbyist-11430-activity-2025-H1	11430	WI	activity_report	lobbyist	2025-01-01	2025-06-30	7.5	1.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11430
WI-lobbyist-11430-activity-2025-H2	11430	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11430
WI-lobbyist-11430-activity-2026-H1	11430	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11430
WI-lobbyist-11430-activity-2026-H2	11430	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11430
WI-lobbyist-11431-activity-2025-H1	11431	WI	activity_report	lobbyist	2025-01-01	2025-06-30	4.5	14.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11431
WI-lobbyist-11431-activity-2025-H2	11431	WI	activity_report	lobbyist	2025-07-01	2025-12-31	4.0	10.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11431
WI-lobbyist-11431-activity-2026-H1	11431	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11431
WI-lobbyist-11431-activity-2026-H2	11431	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11431
WI-lobbyist-11432-activity-2025-H1	11432	WI	activity_report	lobbyist	2025-01-01	2025-06-30	12.85	216.45	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11432
WI-lobbyist-11432-activity-2025-H2	11432	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.0	209.7	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11432
WI-lobbyist-11432-activity-2026-H1	11432	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11432
WI-lobbyist-11432-activity-2026-H2	11432	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11432
WI-lobbyist-11433-activity-2025-H1	11433	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11433
WI-lobbyist-11433-activity-2025-H2	11433	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11433
WI-lobbyist-11433-activity-2026-H1	11433	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11433
WI-lobbyist-11433-activity-2026-H2	11433	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11433
WI-lobbyist-11434-activity-2025-H1	11434	WI	activity_report	lobbyist	2025-01-01	2025-06-30	4.0	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11434
WI-lobbyist-11434-activity-2025-H2	11434	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11434
WI-lobbyist-11434-activity-2026-H1	11434	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11434
WI-lobbyist-11434-activity-2026-H2	11434	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11434
WI-lobbyist-11435-activity-2025-H1	11435	WI	activity_report	lobbyist	2025-01-01	2025-06-30	9.1	19.9	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11435
WI-lobbyist-11435-activity-2025-H2	11435	WI	activity_report	lobbyist	2025-07-01	2025-12-31	27.0	9.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11435
WI-lobbyist-11435-activity-2026-H1	11435	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11435
WI-lobbyist-11435-activity-2026-H2	11435	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11435
